,property_type,place_with_parent_names,region,lat-lon,area_m2, price_usd ,lat,lon,price_brl,state
1,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.6443051,-35.7088142",110," $187,230.85 ",-8.134204,-34.906326,414222.98,Pernambuco
2,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.6430934,-35.70484",65," $81,133.37 ",-8.1266642,-34.903924,848408.53,Pernambuco
3,house,|Brasil|Alagoas|Maceió|,Northeast,"-9.6227033,-35.7297953",211," $154,465.45 ",-8.1255503,-34.907601,299438.28,Pernambuco
4,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.622837,-35.719556",99," $146,013.20 ",-8.1202489,-34.89592,848408.53,Pernambuco
5,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.654955,-35.700227",55," $101,416.71 ",-8.142666,-34.906906,464129.36,Pernambuco
6,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.614414,-35.735621",56," $75,727.07 ",-8.1376709,-34.913349,294447.66,Pernambuco
7,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.584755,-35.662909",68," $110,916.18 ",-8.1415992,-34.909179,314410.19,Pernambuco
8,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.658285,-35.703827",187," $249,641.14 ",-8.1273367,-34.902712,419213.6,Pernambuco
9,apartment,|Brasil|Alagoas|Maceió|,Northeast,,65," $100,792.61 ",-8.1092891,-34.907094,349344.66,Pernambuco
10,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.66082,-35.702976",90," $115,459.02 ",-8.1092891,-34.907094,449157.45,Pernambuco
11,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.6637998,-35.7115455",137," $361,979.65 ",-8.1267642,-34.903425,548970.21,Pernambuco
12,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.661504,-35.702961",101," $131,061.59 ",-8.1109179,-34.898785,369307.22,Pernambuco
13,house,|Brasil|Alagoas|Marechal Deodoro|,Northeast,"-9.697809,-35.893414",140," $99,856.45 ",-8.140095,-34.90444,998127.67,Pernambuco
14,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.629426,-35.69973",250," $466,625.47 ",-8.1272168,-34.89868,848408.53,Pernambuco
15,apartment,|Brasil|Alagoas|Maceió|,Northeast,,182," $312,051.42 ",-8.1170788,-34.899475,419213.6,Pernambuco
16,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.64956,-35.73711",136," $162,941.08 ",-8.1411081,-34.90887,339363.39,Pernambuco
17,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.6608,-35.705772",145," $200,197.52 ",-8.1205721,-34.900301,369307.22,Pernambuco
18,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.649588,-35.708401",138," $188,295.26 ",-8.1255503,-34.907601,359325.95,Pernambuco
19,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.650917,-35.706558",175," $405,666.85 ",-8.1311923,-34.905777,389269.77,Pernambuco
20,apartment,|Brasil|Alagoas|Maceió|,Northeast,,133," $187,230.85 ",-8.1286491,-34.906648,399251.07,Pernambuco
21,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.658275,-35.705242",122," $187,230.85 ",-8.1092891,-34.907094,329382.13,Pernambuco
22,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.66082,-35.702976",98," $118,579.54 ",-8.1092891,-34.907094,399251.07,Pernambuco
23,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.661148,-35.700417",107," $183,069.25 ",-8.1381022,-34.904297,479101.27,Pernambuco
24,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.638323,-35.74342",68," $86,366.47 ",-8.1135593,-34.899778,289457.01,Pernambuco
25,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.658285,-35.703827",118," $199,559.38 ",-8.1201808,-34.901596,379288.51,Pernambuco
26,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.66356,-35.73373",205," $106,050.67 ",-8.1421058,-34.906731,568932.77,Pernambuco
27,apartment,|Brasil|Alagoas|Maceió|,Northeast,"-9.659634,-35.705776",130," $209,074.45 ",-8.1260517,-34.902553,349344.66,Pernambuco
28,apartment,|Brasil|Amapá|Macapá|,North,"0.0204232,-51.0695784",93," $148,349.22 ",-8.1384551,-34.909165,394260.42,Pernambuco
29,apartment,|Brasil|Amazonas|Manaus|Santo Agostinho|,North,"-3.097695,-60.057747",117," $249,641.14 ",-8.1211048,-34.907255,379288.51,Pernambuco
30,house,|Brasil|Amazonas|Manaus|Parque 10 de Novembro|,North,"-3.0782332,-60.0047424",110," $118,579.54 ",-8.1100714,-34.893698,1522144.71,Pernambuco
31,house,|Brasil|Amazonas|Manaus|Flores|,North,"-3.047664,-59.999931",80," $78,012.85 ",-8.126948,-34.905159,598876.59,Pernambuco
32,house,|Brasil|Amazonas|Manaus|Flores|,North,,104," $140,423.14 ",-8.108315,-34.898277,1427322.56,Pernambuco
33,house,|Brasil|Bahia|Salvador|Nazaré|,Northeast,"-12.977729,-38.5093",138," $93,615.42 ",-8.109441,-34.898106,908296.17,Pernambuco
34,house,|Brasil|Bahia|Lauro de Freitas|Pitangueiras|,Northeast,,202," $154,465.45 ",-8.109441,-34.898106,628820.41,Pernambuco
35,house,|Brasil|Bahia|Lauro de Freitas|Pitangueiras|,Northeast,"-12.852844,-38.32711",202," $154,465.45 ",-8.109441,-34.898106,958202.55,Pernambuco
36,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",120," $87,374.39 ",-8.109441,-34.898106,778539.59,Pernambuco
37,house,|Brasil|Bahia|Lauro de Freitas|Pitangueiras|,Northeast,"-12.852844,-38.32711",202," $154,465.45 ",-8.109441,-34.898106,718651.91,Pernambuco
38,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",82," $87,374.39 ",-8.109441,-34.898106,938240.02,Pernambuco
39,apartment,|Brasil|Bahia|Salvador|Pituaçu|,Northeast,"-12.964468,-38.417938",88," $168,507.77 ",-8.046015,-34.910507,369307.22,Pernambuco
40,house,|Brasil|Bahia|Lauro de Freitas|Pitangueiras|,Northeast,"-12.852844,-38.32711",202," $154,465.45 ",-8.086438,-34.89069,444166.8,Pernambuco
41,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",127," $202,833.42 ",-8.0415623,-34.9416901,309419.57,Pernambuco
42,house,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.010818,-38.48336",240," $374,461.71 ",-8.040035,-34.899654,1497191.5,Pernambuco
43,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",139," $202,521.37 ",-8.046015,-34.910507,389269.77,Pernambuco
44,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",139," $205,641.88 ",-8.056418,-34.909309,873361.7,Pernambuco
45,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",139," $327,341.94 ",-8.033291,-34.898014,918277.46,Pernambuco
46,house,|Brasil|Bahia|Salvador|Itapuã|,Northeast,"-12.930742,-38.365299",191," $131,061.59 ",-8.048381,-34.908379,798502.15,Pernambuco
47,apartment,|Brasil|Bahia|Mata de São João|,Northeast,"-12.477871,-38.126591",84," $109,217.99 ",-8.02765,-34.920338,828445.97,Pernambuco
48,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,,161," $378,125.50 ",-8.0332786,-34.9069915,798502.15,Pernambuco
49,apartment,|Brasil|Bahia|Salvador|Itapuã|,Northeast,"-12.939807,-38.367931",57," $93,303.37 ",-8.0332786,-34.9069915,798502.15,Pernambuco
50,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",182," $468,077.13 ",-8.094985,-34.892761,1497191.5,Pernambuco
51,house,|Brasil|Bahia|Salvador|Stella Maris|,Northeast,,200," $187,230.85 ",-8.021971,-34.931366,948221.29,Pernambuco
52,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",115," $205,953.94 ",-8.0330615,-34.8950223,1247659.6,Pernambuco
53,apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.996323,-38.481049",105," $106,097.48 ",-8.03145,-34.917198,239550.63,Pernambuco
54,apartment,|Brasil|Bahia|Mata de São João|,Northeast,"-12.477871,-38.126591",108," $102,976.97 ",-8.126271,-34.903793,998127.67,Pernambuco
55,apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.965071,-38.435036",72," $143,408.53 ",-8.0288008,-34.9190997,988146.4,Pernambuco
56,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",54," $121,388.00 ",-8.027162,-34.913445,638801.71,Pernambuco
57,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",55," $89,558.75 ",-8.0124263,-34.9074499,1048034.05,Pernambuco
58,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",70," $154,465.45 ",-8.048381,-34.908379,598876.59,Pernambuco
59,apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-13.000443,-38.45739",107," $190,351.36 ",-8.085706,-34.890419,379288.51,Pernambuco
60,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,,186," $406,821.44 ",-8.032375,-34.906925,429194.89,Pernambuco
61,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009664,-38.486431",186," $414,965.98 ",-8.032375,-34.906925,449157.45,Pernambuco
62,apartment,|Brasil|Bahia|Salvador|Pituaçu|,Northeast,"-12.964468,-38.417938",90," $177,025.52 ",-8.027666,-34.881813,578914.03,Pernambuco
63,apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.971756,-38.438103",55," $98,296.19 ",-8.040233,-34.898281,529007.65,Pernambuco
64,apartment,|Brasil|Bahia|Salvador|Campo Grande|,Northeast,,224," $308,930.91 ",-8.035595,-34.921719,1397378.74,Pernambuco
65,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.002785,-38.519222",225," $390,064.28 ",-8.0295901,-34.909819,808483.41,Pernambuco
66,apartment,|Brasil|Bahia|Salvador|Vila Laura|,Northeast,"-12.972996,-38.47842",54," $79,573.11 ",-8.048997,-34.91011,798502.15,Pernambuco
67,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",225," $254,587.15 ",-8.027162,-34.913445,359325.95,Pernambuco
68,apartment,|Brasil|Bahia|Salvador|Pituaçu|,Northeast,"-12.964468,-38.417938",75," $177,931.09 ",-8.027162,-34.913445,369307.22,Pernambuco
69,apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,,75," $106,382.38 ",-8.027162,-34.913445,349344.66,Pernambuco
70,apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.973443,-38.431145",75," $107,713.59 ",-8.021971,-34.931366,998127.67,Pernambuco
71,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,,150," $235,146.35 ",-8.047531,-34.9142641,314410.19,Pernambuco
72,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.941992,-38.403465",243," $470,485.55 ",-8.0294182,-34.9243177,1597004.3,Pernambuco
73,house,|Brasil|Bahia|Lençóis|Centro|,Northeast,"-12.385784,-41.320999",99," $87,374.39 ",-8.021971,-34.931366,1097940.43,Pernambuco
74,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",68," $137,302.62 ",-8.149876,-34.910686,299438.28,Pernambuco
75,apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.973443,-38.431145",66," $122,436.49 ",-8.035618,-34.89333,1096942.3,Pernambuco
76,apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.973443,-38.431145",63," $121,127.12 ",-8.037489,-34.89537,439176.16,Pernambuco
77,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",90," $204,926.35 ",-8.027162,-34.913445,474110.62,Pernambuco
78,apartment,|Brasil|Bahia|Salvador|Alphaville I|,Northeast,"-12.941992,-38.403465",76," $140,423.14 ",-8.0356845,-34.9234524,1447285.12,Pernambuco
79,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.937969,-38.381538",83," $153,352.36 ",-8.116955,-34.896206,743605.12,Pernambuco
80,apartment,|Brasil|Bahia|Salvador|Vila Laura|,Northeast,"-12.974552,-38.496819",76," $99,856.45 ",-8.117513,-34.899639,758577.03,Pernambuco
81,house,|Brasil|Bahia|Lauro de Freitas|Estrada do Coco|,Northeast,"-12.852844,-38.32711",70," $78,012.85 ",-8.117513,-34.899639,1048034.05,Pernambuco
82,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.991246,-38.492966",67," $137,674.59 ",-8.034344,-34.896725,439176.16,Pernambuco
83,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.957254,-38.429649",56," $99,683.89 ",-8.035971,-34.895073,848408.53,Pernambuco
84,house,|Brasil|Bahia|Camaçari|,Northeast,,75," $78,012.85 ",-8.126271,-34.903793,978165.11,Pernambuco
85,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.957254,-38.429649",83," $221,393.62 ",-8.125065,-34.906685,429194.89,Pernambuco
86,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.957254,-38.429649",83," $206,020.72 ",-8.032252,-34.893612,678726.79,Pernambuco
87,apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",90," $292,482.05 ",-8.041807,-34.894043,558951.47,Pernambuco
88,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",89," $149,507.27 ",-8.119507,-34.895363,1097940.43,Pernambuco
89,apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.98223,-38.43898",70," $164,886.72 ",-8.183491,-34.921719,588895.33,Pernambuco
90,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.98223,-38.43898",61," $121,700.05 ",-8.183491,-34.921719,748595.73,Pernambuco
91,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009679,-38.486305",122," $187,230.85 ",-8.103477,-34.888622,948221.29,Pernambuco
92,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.949672,-38.409973",80," $132,517.00 ",-8.2027839,-34.9170501,279475.72,Pernambuco
93,apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",240," $343,256.56 ",-8.0584269,-34.8834188,279475.72,Pernambuco
94,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",106," $171,628.28 ",-8.043853,-34.907928,1349987.64,Pernambuco
95,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",132," $348,481.86 ",-8.183698,-34.931366,364316.6,Pernambuco
96,apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,,133," $260,112.33 ",-8.1423048,-34.9096799,329382.13,Pernambuco
97,apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.984901,-38.439594",133," $267,153.15 ",-8.1440884,-34.908476,449157.45,Pernambuco
98,apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.994164,-38.518372",76," $165,948.63 ",-8.108721,-34.897616,598876.59,Pernambuco
99,apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.994164,-38.518372",76," $173,566.12 ",-8.027162,-34.913445,319400.84,Pernambuco
100,house,|Brasil|Bahia|Salvador|,Northeast,,110," $84,253.88 ",-8.1431534,-34.904241,648782.97,Pernambuco
101,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",100," $81,133.37 ",-8.1404559,-34.907893,299438.28,Pernambuco
102,house,|Brasil|Bahia|Lauro de Freitas|Miragem|,Northeast,,120," $131,061.59 ",-8.1098693,-34.897672,299438.28,Pernambuco
103,apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,,127," $187,230.85 ",-8.1098693,-34.897672,319400.84,Pernambuco
104,house,|Brasil|Bahia|Salvador|Itapuã|,Northeast,,240," $133,558.01 ",-8.040233,-34.898281,648782.97,Pernambuco
105,apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",66," $131,061.59 ",-8.02765,-34.920338,359325.95,Pernambuco
106,apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.981397,-38.441444",93," $109,217.99 ",-8.192952,-34.931366,239550.63,Pernambuco
107,house,|Brasil|Bahia|Saubara|,Northeast,"-12.7732,-38.789162",120," $81,133.37 ",-8.152399,-34.920338,648782.97,Pernambuco
108,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",110," $112,338.51 ",-8.1869427,-35.5808245,259513.19,Pernambuco
109,house,|Brasil|Bahia|Lauro de Freitas|Miragem|,Northeast,"-12.852844,-38.32711",151," $118,579.54 ",-8.041209,-34.895039,399251.07,Pernambuco
110,apartment,|Brasil|Bahia|Salvador|Itapuã|,Northeast,"-12.938337,-38.362667",85," $90,494.91 ",-8.0347457,-34.8972145,738614.47,Pernambuco
111,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",115," $152,905.19 ",-8.035595,-34.921719,1497191.5,Pernambuco
112,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.001169,-38.49419",58," $109,217.99 ",-8.129817,-34.914825,698689.35,Pernambuco
113,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",191," $207,514.19 ",-8.109441,-34.898106,698689.35,Pernambuco
114,apartment,|Brasil|Bahia|Salvador|Vila Laura|,Northeast,,61," $116,020.72 ",-8.1230628,-34.903959,489082.54,Pernambuco
115,house,|Brasil|Bahia|Salvador|,Northeast,,244," $393,184.79 ",-8.0331805,-34.8968813,964534.63,Pernambuco
116,apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.958966,-38.405651",170," $202,833.42 ",-8.0373731,-34.8971001,748595.73,Pernambuco
117,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9349962,-38.3576186",67," $215,647.81 ",-8.056418,-34.909309,731015.72,Pernambuco
118,apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",185," $138,862.88 ",-8.033863,-34.918545,1616966.85,Pernambuco
119,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",56," $81,133.37 ",-8.108315,-34.898277,798502.15,Pernambuco
120,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,,80," $118,579.54 ",-8.113885,-34.89584,798502.15,Pernambuco
121,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",95," $109,217.99 ",-8.115533,-34.896854,748595.73,Pernambuco
122,apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.996323,-38.481049",120," $112,338.51 ",-8.126271,-34.903793,648782.97,Pernambuco
123,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",110," $112,338.51 ",-8.040929,-34.888283,466125.61,Pernambuco
124,apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",110," $118,579.54 ",-8.038549,-34.901844,369307.22,Pernambuco
125,apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.002217,-38.516796",114," $241,839.85 ",-8.027162,-34.913445,898314.91,Pernambuco
126,apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.002217,-38.516796",98," $155,713.66 ",-8.0620223,-34.8971463,349344.66,Pernambuco
127,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",83," $134,119.70 ",-8.0373731,-34.8971001,807676.27,Pernambuco
128,apartment,|Brasil|Bahia|Salvador|Engenho Velho da Federação|,Northeast,"-13.007612,-38.49474",102," $190,507.39 ",-8.1208606,-34.899662,858389.79,Pernambuco
129,apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",63," $196,592.39 ",-8.1460785,-34.906419,798502.15,Pernambuco
130,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",80," $99,856.45 ",-8.056418,-34.909309,399251.07,Pernambuco
131,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",120," $84,253.88 ",-8.089291,-34.903793,865070.26,Pernambuco
132,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",115," $115,459.02 ",-8.183491,-34.921719,299438.28,Pernambuco
133,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",80," $107,657.74 ",-8.046962,-34.899654,598876.59,Pernambuco
134,apartment,|Brasil|Bahia|Salvador|Matatu|,Northeast,"-12.974552,-38.496819",80," $92,991.32 ",-8.1092891,-34.907094,409232.33,Pernambuco
135,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.974552,-38.496819",70," $87,374.39 ",-8.1092891,-34.907094,389269.77,Pernambuco
136,apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,,83," $171,628.28 ",-8.028039,-34.8992006,329382.13,Pernambuco
137,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-12.9857,-38.519516",143," $202,833.42 ",-8.0938881,-34.883418,439176.16,Pernambuco
138,house,|Brasil|Bahia|Salvador|Praia do Flamengo|,Northeast,"-12.920561,-38.318233",140," $106,097.48 ",-8.09607,-34.884548,469120.01,Pernambuco
139,house,|Brasil|Bahia|Alagoinhas|,Northeast,"-12.12635,-38.40873",197," $148,224.42 ",-8.1460785,-34.906419,848408.53,Pernambuco
140,apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",114," $152,905.19 ",-8.004057,-34.841721,399251.07,Pernambuco
141,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007857,-38.498463",95," $101,416.71 ",-8.034344,-34.896725,359325.95,Pernambuco
142,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.010818,-38.48336",90," $109,217.99 ",-8.0508763,-34.9113739,1147846.81,Pernambuco
143,apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",152," $327,653.99 ",-8.049178,-34.924473,848408.53,Pernambuco
144,house,|Brasil|Bahia|Itaparica|,Northeast,"-12.905073,-38.684437",66," $171,628.28 ",-8.0310293,-34.9275023,948221.29,Pernambuco
145,apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.98223,-38.43898",244," $187,230.85 ",-8.0314434,-34.92159,1077977.9,Pernambuco
146,apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",206," $374,461.71 ",-8.044832,-34.910873,367310.97,Pernambuco
147,apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.002785,-38.519222",195," $243,400.11 ",-8.089291,-34.903793,836430.98,Pernambuco
148,house,|Brasil|Bahia|Lauro de Freitas|Ipitanga|,Northeast,"-12.852844,-38.32711",110," $93,615.42 ",-8.108554,-34.891766,778539.59,Pernambuco
149,apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",151," $143,543.65 ",-8.126271,-34.903793,598876.59,Pernambuco
150,house,|Brasil|Bahia|Lauro de Freitas|Ipitanga|,Northeast,,150," $96,735.94 ",-8.034408,-34.893291,988146.4,Pernambuco
151,apartment,|Brasil|Bahia|Salvador|Luís Anselmo|,Northeast,"-12.974986,-38.490906",125," $90,463.70 ",-8.0369,-34.884521,348346.53,Pernambuco
152,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",70," $74,892.34 ",-8.056418,-34.909309,598876.59,Pernambuco
153,apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.993533,-38.526047",184," $374,461.71 ",-8.056418,-34.909309,568932.77,Pernambuco
154,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009679,-38.486305",106," $118,579.54 ",-8.1241574,-34.9000543,474509.81,Pernambuco
155,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.010818,-38.48336",92," $82,693.62 ",-8.1937545,-34.9228696,312974.53,Pernambuco
156,apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",115," $177,869.31 ",-8.1416581,-34.9099297,636045.06,Pernambuco
157,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.010534,-38.485542",78," $96,735.94 ",-8.1103967,-34.9063162,610805.16,Pernambuco
158,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",115," $115,459.02 ",-8.1103967,-34.9063162,686524.82,Pernambuco
159,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",71," $84,253.88 ",-8.1978842,-34.92564,254522.54,Pernambuco
160,apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.992462,-38.444553",59," $113,898.77 ",-8.1118458,-34.8947337,1110554.87,Pernambuco
161,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",142," $115,146.97 ",-8.0955108,-34.884688,1144881.1,Pernambuco
162,apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",82," $81,133.37 ",-8.0944065,-34.883792,989403.42,Pernambuco
163,house,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",250," $374,461.71 ",-8.1294021,-34.9056294,424030.02,Pernambuco
164,apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",95," $187,230.85 ",-8.183491,-34.921719,648782.97,Pernambuco
165,apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.00525,-38.516327",90," $184,110.34 ",-8.094985,-34.892761,1116829.6,Pernambuco
166,apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.002785,-38.519222",215," $374,461.71 ",-8.1263587,-34.905748,588895.33,Pernambuco
167,apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,"-12.985579,-38.470348",54," $92,679.27 ",-8.1207496,-34.899219,349344.66,Pernambuco
168,apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,"-12.985591,-38.469273",78," $134,182.11 ",-8.1435997,-34.909065,489082.54,Pernambuco
169,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009664,-38.486431",186," $411,471.01 ",-8.034344,-34.896725,578914.03,Pernambuco
170,apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009679,-38.486305",220," $343,256.56 ",-8.0288008,-34.9190997,868371.08,Pernambuco
171,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",203," $265,243.71 ",-8.046962,-34.899654,364316.6,Pernambuco
172,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",114," $202,833.42 ",-8.044034,-34.8955201,678726.79,Pernambuco
173,apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",180," $265,243.71 ",-8.062398,-34.904552,798502.15,Pernambuco
